1-2863 ㄔㄨㄛˋ
7-2757 ㄇㄠˋ
7-2758 ㄗˇ
7-2758 ㄘˊ
7-2758 ㄔㄞˊ
7-2759 ㄇㄧˋ
7-275A ㄇㄠˇ
7-275B ㄅㄛˊ
7-275C ㄑㄧㄚ
7-275C ㄑㄧㄚˋ
7-275D ㄉㄧㄝˊ
7-275E ㄨˊ
7-275F ㄨˊ
7-2760 ㄉㄨˊ
7-2761 ㄐㄧㄣˇ
7-2762 ㄖㄨˋ
7-2763 ㄐㄧㄣˇ
7-2764 ㄐㄧㄣˇ
7-2765 ㄐㄧˋ
7-2766 ㄎㄨㄣ
7-2767 ㄅㄧˋ
7-2768 ㄇㄛˋ
7-2769 ㄏㄢˇ
7-276A ㄕˊ
7-276A ㄕˋ
7-276B ㄗ
7-276B ㄗㄞ
7-276C ㄧㄡˊ
7-276D ㄘㄨ
7-276D ㄓㄚ
7-276D ㄘㄨˇ
7-276D ㄘㄨㄛˊ
7-276E ㄑㄩˊ
7-276E ㄐㄩˋ
7-276F ㄇㄧㄝˋ
7-2770 ㄇㄧㄝˋ
7-2771 ㄔㄞˋ
7-2772 ㄗㄤˋ
7-2773 ㄙㄨㄟ
7-2773 ㄙㄨㄛ
7-2774 ㄐㄧㄠ
7-2774 ㄑㄧㄡˊ
7-2775 ㄓㄥˋ
7-2776 ㄒㄧ
7-2776 ㄊㄥˊ
7-2777 ㄍㄨㄚ
7-2777 ㄍㄨㄛˊ
7-2778 ㄨㄢ
7-2778 ㄨㄢˇ
7-2778 ㄍㄨㄢ
7-2778 ㄏㄨㄢˊ
7-2778 ㄍㄨㄢˇ
7-2779 ㄉㄨㄛˊ
7-2779 ㄊㄨㄛˋ
7-277A ㄗㄠˋ
7-277A ㄘㄠˋ
7-277B ㄉㄧㄝˊ
7-277B ㄒㄧㄝˋ
7-277C ㄡˇ
7-277D ㄔㄨㄣ
7-277E ㄑㄧㄢˋ
7-2821 ㄉㄡˋ
7-2822 ㄋㄧˋ
7-2823 ㄕㄨ
7-2823 ㄊㄨˊ
7-2824 ㄓㄨˊ
7-2825 ㄩˊ
7-2825 ㄩˇ
7-2826 ㄎㄞˇ
7-2827 ㄅㄠˋ
7-2828 ㄌㄨˊ
7-2829 ㄕㄨˋ
7-2829 ㄕㄨˊ
7-282A ㄉㄧㄝˊ
7-282B ㄔˊ
7-282B ㄊㄧˊ
7-282B ㄉㄧˋ
7-282C ㄩㄥˇ
7-282D ㄏㄨㄥˊ
7-282E ㄓㄨ
7-282F ㄊㄧㄥˊ
7-2830 ㄇㄧㄢˊ
7-2831 ㄌㄧㄢˊ
7-2832 ㄅㄥˋ
7-2832 ㄅㄤˋ
7-2833 ㄇㄤˇ
7-2834 ㄘˋ
7-2835 ㄜˋ
7-2836 ㄐㄧㄝˋ
7-2837 ㄏㄨㄟˊ
7-2838 ㄏㄜˋ
7-2838 ㄔㄨㄛˋ
7-2839 ㄌㄧㄝˋ
7-283A ㄧㄢˇ
7-283B ㄊㄧㄢˇ
7-283C ㄑㄧㄡ
7-283D ㄏㄚˊ
7-283D ㄒㄧㄚ
7-283E ㄙㄤ
7-283E ㄐㄩㄢˋ
7-283F ㄇㄠˊ
7-2840 ㄔㄞˋ
7-2841 ㄎㄜ
7-2842 ㄌㄧˊ
7-2842 ㄌㄧˇ
7-2843 ㄕㄨㄛˋ
7-2843 ㄕㄨㄞˋ
7-2844 ㄆㄧㄢˊ
7-2845 ㄧˇ
7-2846 ㄓㄨㄥ
7-2847 ㄒㄧˋ
7-2848 ㄎㄢˋ
7-2849 ㄋㄧˋ
7-284A ㄐㄧㄣ
7-284B ㄅㄥˇ
7-284C ㄋㄤˊ
7-284D ㄑㄩㄣˊ
7-284E ㄧˋ
7-284F ㄧˋ
7-2850 ㄏㄨˊ
7-2851 ㄐㄧㄝˋ
7-2852 ㄍㄡ
7-2853 ㄍㄜˊ
7-2854 ㄨㄛˋ
7-2855 ㄐㄧˊ
7-2856 ㄇㄠˋ
7-2857 ㄑㄧㄢ
7-2858 ㄓㄨㄥ
7-2858 ㄘㄨㄥˇ
7-2859 ㄓㄚˇ
7-2859 ㄑㄧˋ
7-285A ㄐㄧㄣ
7-285B ㄅㄠ
7-285C ㄊㄢˊ
7-285C ㄑㄧㄣˊ
7-285D ㄊㄧㄢˇ
7-285D ㄇㄧㄢˇ
7-285E ㄌㄞˋ
7-285F ㄒㄩˋ
7-285F ㄑㄧㄢ
7-2860 ㄑㄧˋ
7-2860 ㄑㄧㄣ
7-2860 ㄑㄧㄥˋ
7-2861 ㄌㄧㄢˊ
7-2862 ㄌㄨㄛˊ
7-2863 ㄊㄧˋ
7-2863 ㄐㄧˊ
7-2864 ㄔㄜˋ
7-2865 ㄔㄜˋ
7-2866 ㄓㄢˇ
7-2867 ㄙˋ
7-2868 ㄙˋ
7-2869 ㄒㄧ
7-286A ㄅㄧˋ
7-286B ㄇㄧˋ
7-286C ㄗㄡ
7-286D ㄅㄤˋ
7-286E ㄉㄧㄝˊ
7-286F ㄈㄨˋ
7-2870 ㄉㄧㄝˊ
7-2871 ㄒㄧㄥˋ
7-2872 ㄒㄩˇ
7-2873 ㄉㄤˇ
7-2874 ㄆㄧˇ
7-2875 ㄒㄩˇ
7-2876 ㄒㄧㄚˋ
7-2877 ㄒㄩㄣˋ
7-2878 ㄧㄠ
7-2879 ㄌㄟˇ
7-287A ㄈㄥ
7-287A ㄈㄥˋ
7-287B ㄒㄩㄣˊ
7-287C ㄉㄨㄟ
7-287D ㄧˊ
7-287E ㄘㄨㄥˋ
7-2921 ㄕˋ
7-2922 ㄐㄧㄢ
7-2922 ㄐㄧㄢˋ
7-2923 ㄗㄡ
7-2924 ㄒㄧˋ
7-2924 ㄐㄧˋ
7-2925 ㄐㄧ
7-2925 ㄑㄧˊ
7-2926 ㄨㄢ
7-2927 ㄈㄥ
7-2928 ㄉㄥ
7-2929 ㄐㄧㄢ
7-292A ㄌㄧㄥˊ
7-292B ㄓㄨˋ
7-292C ㄎㄣˇ
7-292C ㄑㄧㄢˇ
7-292D ㄨㄟˊ
7-292D ㄨㄟˇ
7-292D ㄉㄨㄛˋ
7-292E ㄌㄧˊ
7-292E ㄌㄧˇ
7-292F ㄅㄧˇ
7-292F ㄅㄟˋ
7-2930 ㄕˇ
7-2930 ㄕˋ
7-2931 ㄌㄧˊ
7-2931 ㄌㄞˊ
7-2932 ㄍㄡˋ
7-2933 ㄌㄞˋ
7-2934 ㄕㄜ
7-2935 ㄕㄤ
7-2935 ㄕㄤˇ
7-2936 ㄍㄨㄢˋ
7-2937 ㄍㄨㄟˋ
7-2938 ㄐㄧㄢˋ
7-2939 ㄈㄨˋ
7-293A ㄨㄟˇ
7-293B ㄆㄢˋ
7-293C ㄑㄩㄢˊ
7-293D ㄅㄛˊ
7-293E ㄑㄩ
7-293E ㄘㄡˇ
7-293E ㄘㄨˋ
7-293F ㄑㄧˋ
7-2940 ㄌㄞˊ
7-2941 ㄑㄧˊ
7-2941 ㄎㄨㄟˊ
7-2942 ㄍㄨㄟˋ
7-2942 ㄐㄩㄝˊ
7-2943 ㄔˊ
7-2943 ㄉㄧˋ
7-2944 ㄅㄥˋ
7-2944 ㄆㄧㄢˊ
7-2945 ㄉㄧㄝˊ
7-2946 ㄈㄨ
7-2947 ㄑㄩ
7-2947 ㄗㄡ
7-2948 ㄉㄧㄝˊ
7-2949 ㄅㄣ
7-2949 ㄅㄣˋ
7-294A ㄉㄚ
7-294A ㄊㄚˋ
7-294B ㄐㄧㄥˋ
7-294C ㄏㄠˊ
7-294D ㄒㄧˇ
7-294E ㄐㄧ
7-294F ㄉㄠˋ
7-2950 ㄧˋ
7-2950 ㄕˊ
7-2950 ㄧㄝˋ
7-2950 ㄕㄜˋ
7-2951 ㄉㄠˋ
7-2952 ㄋㄧˊ
7-2953 ㄓˋ
7-2954 ㄑㄧㄥ
7-2955 ㄊㄤˊ
7-2956 ㄆㄧˋ
7-2957 ㄋㄚˋ
7-2958 ㄗㄨㄥ
7-2959 ㄌㄨˋ
7-295A ㄏㄨㄥ
7-295B ㄇㄧㄣˇ
7-295C ㄘㄨㄥ
7-295D ㄓㄥˇ
7-295E ㄔㄥˊ
7-295E ㄕㄥˋ
7-295F ㄔㄞˊ
7-2960 ㄏㄨㄟ
7-2961 ㄔㄞˊ
7-2962 ㄈㄨˊ
7-2962 ㄈㄨˋ
7-2963 ㄔㄨㄛˋ
7-2964 ㄌㄚˋ
7-2965 ㄆㄧˋ
7-2965 ㄅㄧˋ
7-2966 ㄍㄨ
7-2967 ㄅㄧˋ
7-2967 ㄅㄟˋ
7-2968 ㄓㄜ
7-2968 ㄓㄜˇ
7-2969 ㄌㄧㄣˊ
7-2969 ㄌㄧㄣˋ
7-296A ㄊㄧㄥˊ
7-296B ㄐㄧ
7-296B ㄑㄧˋ
7-296B ㄗㄜˊ
7-296B ㄔㄨㄛˋ
7-296C ㄔㄨㄢˊ
7-296D ㄊㄚˋ
7-296D ㄉㄚˊ
7-296E ㄘㄨˊ
7-296F ㄏㄞˊ
7-296F ㄏㄨㄢˊ
7-296F ㄒㄩㄢˊ
7-2970 ㄓㄜ
7-2970 ㄓㄜˇ
7-2971 ㄉㄨㄣˋ
7-2972 ㄧㄠˊ
7-2973 ㄏㄨㄛˋ
7-2974 ㄧㄠ
7-2975 ㄅㄧㄢˇ
7-2975 ㄆㄧㄢˋ
7-2975 ㄅㄧㄢˋ
7-2976 ㄗㄡ
7-2976 ㄐㄩˋ
7-2977 ㄧˋ
7-2978 ㄉㄤˇ
7-2979 ㄏㄨˋ
7-297A ㄉㄡ
7-297A ㄉㄨ
7-297B ㄉㄨ
7-297B ㄉㄡ
7-297C ㄊㄢˊ
7-297D ㄐㄩㄢˋ
7-297E ㄗ
7-297E ㄐㄧㄣˋ
7-2A21 ㄗㄡ
7-2A22 ㄌㄧㄠˇ
7-2A23 ㄏㄨㄢ
7-2A24 ㄇㄟˊ
7-2A25 ㄌㄧˊ
7-2A26 ㄧㄡˊ
7-2A27 ㄓㄚˋ
7-2A28 ㄆㄟ
7-2A29 ㄩ
7-2A2A ㄏㄞˇ
7-2A2B ㄒㄩˇ
7-2A2C ㄊㄢˇ
7-2A2D ㄅㄧˋ
7-2A2E ㄔㄤˊ
7-2A2F ㄐㄧㄤˋ
7-2A30 ㄓˋ
7-2A31 ㄧㄢˋ
7-2A32 ㄧㄣˇ
7-2A32 ㄧㄣˋ
7-2A33 ㄐㄩㄢˋ
7-2A34 ㄐㄩㄢˋ
7-2A34 ㄑㄩㄢˊ
7-2A34 ㄐㄩㄢˇ
7-2A35 ㄒㄧ
7-2A35 ㄌㄧˊ
7-2A36 ㄐㄩˊ
7-2A37 ㄒㄧㄥˊ
7-2A38 ㄒㄧㄥˊ
7-2A39 ㄐㄧㄝˊ
7-2A3A ㄕˋ
7-2A3B ㄌㄧㄡˊ
7-2A3C ㄧㄣˊ
7-2A3D ㄓㄣˋ
7-2A3E ㄕˋ
7-2A3F ㄓˋ
7-2A40 ㄘㄨㄥ
7-2A41 ㄧˋ
7-2A42 ㄑㄩㄥ
7-2A43 ㄐㄩˊ
7-2A44 ㄊㄧㄠˊ
7-2A45 ㄅㄧㄢˋ
7-2A46 ㄨˊ
7-2A47 ㄑㄩㄝ
7-2A47 ㄑㄩㄝˋ
7-2A48 ㄌㄢˊ
7-2A48 ㄔㄨˋ
7-2A49 ㄎㄨㄛˋ
7-2A4A ㄧㄢˊ
7-2A4B ㄧㄢˊ
7-2A4C ㄔㄨˋ
7-2A4D ㄧㄢˊ
7-2A4E ㄏㄨㄢˋ
7-2A4F ㄓㄞˊ
7-2A4F ㄓㄨˇ
7-2A4F ㄔㄚˊ
7-2A4F ㄓㄜˋ
7-2A50 ㄧㄤˊ
7-2A51 ㄧㄤˊ
7-2A52 ㄧㄝˋ
7-2A53 ㄢ
7-2A53 ㄧㄣ
7-2A53 ㄧㄣˋ
7-2A54 ㄨㄟˊ
7-2A55 ㄏㄠˊ
7-2A56 ㄔㄨㄟˊ
7-2A57 ㄧˋ
7-2A57 ㄌㄧˋ
7-2A58 ㄓˋ
7-2A59 ㄧㄥ
7-2A5A ㄎㄨㄤˊ
7-2A5B ㄅㄨ
7-2A5B ㄅㄨˋ
7-2A5C ㄨˊ
7-2A5D ㄐㄧㄥ
7-2A5E ㄎㄢˋ
7-2A5F ㄐㄩˊ
7-2A5F ㄐㄩㄝˊ
7-2A60 ㄐㄩㄢ
7-2A61 ㄒㄧ
7-2A62 ㄐㄩㄣˋ
7-2A63 ㄊㄨ
7-2A64 ㄜˊ
7-2A65 ㄈㄨˊ
7-2A66 ㄧˋ
7-2A67 ㄕㄡˋ
7-2A68 ㄊㄨㄣˊ
7-2A69 ㄔㄣˊ
7-2A6A ㄔㄣˊ
7-2A6B ㄒㄧㄢˋ
7-2A6C ㄋㄟˇ
7-2A6C ㄙㄨㄟ
7-2A6D ㄗㄚˊ
7-2A6E ㄈㄟˇ
7-2A6F ㄗㄡˋ
7-2A6F ㄓㄡˋ
7-2A70 ㄋㄢˇ
7-2A71 ㄑㄧㄠˊ
7-2A72 ㄕㄡˋ
7-2A73 ㄖㄨㄥˇ
7-2A73 ㄖㄨㄥˊ
7-2A74 ㄓˋ
7-2A75 ㄇㄧㄢˇ
7-2A76 ㄎㄨˋ
7-2A76 ㄎㄨㄚˇ
7-2A77 ㄧˋ
7-2A78 ㄓㄡˋ
7-2A79 ㄤˊ
7-2A7A ㄨㄟˊ
7-2A7B ㄩㄣˋ
7-2A7B ㄒㄩㄢˋ
7-2A7C ㄧㄣ
7-2A7D ㄉㄨㄛˋ
7-2A7E ㄍㄡ
7-2A7E ㄅㄟˋ
7-2A7E ㄈㄨˊ
7-2A7E ㄅㄞˋ
7-2A7E ㄅㄨˋ
7-2B21 ㄅㄛˊ
7-2B22 ㄒㄧㄤˇ
7-2B23 ㄑㄧㄢˇ
7-2B24 ㄧㄢˋ
7-2B25 ㄎㄨㄤ
7-2B25 ㄎㄨㄤˋ
7-2B26 ㄧˊ
7-2B27 ㄊㄢˇ
7-2B28 ㄍㄥˇ
7-2B28 ㄐㄧㄥˇ
7-2B29 ㄍㄣˇ
7-2B2A ㄉㄨㄥˋ
7-2B2B ㄗ
7-2B2C ㄎㄨㄟˊ
7-2B2D ㄉㄨㄛˇ
7-2B2E ㄈㄨˇ
7-2B2E ㄍㄨㄟ
7-2B2E ㄊㄧㄠˋ
7-2B2F ㄒㄧㄣˋ
7-2B30 ㄜˇ
7-2B31 ㄒㄩ
7-2B32 ㄙㄚˋ
7-2B33 ㄅㄧㄠ
7-2B34 ㄏㄡˋ
7-2B35 ㄈㄢ
7-2B35 ㄈㄢˊ
7-2B36 ㄏㄢˋ
7-2B37 ㄔˋ
7-2B37 ㄒㄧ
7-2B38 ㄘㄢ
7-2B38 ㄙㄨㄣ
7-2B39 ㄅㄠ
7-2B39 ㄅㄠˇ
7-2B3A ㄧˊ
7-2B3A ㄩㄥ
7-2B3B ㄏㄡˊ
7-2B3C ㄐㄧㄚˊ
7-2B3D ㄐㄩㄥˇ
7-2B3E ㄧˊ
7-2B3F ㄒㄧˋ
7-2B40 ㄅㄠˇ
7-2B40 ㄆㄧㄠˇ
7-2B41 ㄈㄚˇ
7-2B42 ㄅㄧㄝˊ
7-2B43 ㄇㄚˋ
7-2B44 ㄆㄛˇ
7-2B45 ㄐㄧㄚˋ
7-2B46 ㄔㄣˊ
7-2B46 ㄔㄥˇ
7-2B47 ㄓㄜˊ
7-2B47 ㄌㄨㄛˋ
7-2B48 ㄅㄚˊ
7-2B49 ㄆㄧㄢˊ
7-2B4A ㄍㄨㄚ
7-2B4B ㄓㄣˇ
7-2B4C ㄉㄞˋ
7-2B4C ㄊㄞˊ
7-2B4D ㄑㄩ
7-2B4E ㄓˊ
7-2B4F ㄨㄢˊ
7-2B50 ㄓ
7-2B51 ㄑㄩㄝˊ
7-2B52 ㄉㄧㄝˊ
7-2B53 ㄤ
7-2B53 ㄎㄤˇ
7-2B54 ㄒㄧㄝˋ
7-2B55 ㄍㄢˋ
7-2B55 ㄏㄢˊ
7-2B56 ㄊㄚˇ
7-2B57 ㄔㄥˊ
7-2B58 ㄈㄚˇ
7-2B59 ㄋㄠˇ
7-2B5A ㄔㄥˊ
7-2B5B ㄋㄧˇ
7-2B5C ㄔㄞˋ
7-2B5C ㄐㄧㄝ
7-2B5C ㄐㄩㄝ
7-2B5C ㄘㄨㄛˋ
7-2B5C ㄐㄧㄝˋ
7-2B5D ㄋㄧˇ
7-2B5D ㄋㄧˊ
7-2B5E ㄒㄩˇ
7-2B5F ㄏㄨ
7-2B5F ㄏㄨˋ
7-2B5F ㄏㄨˊ
7-2B60 ㄔˋ
7-2B61 ㄐㄧㄚˇ
7-2B62 ㄔ
7-2B63 ㄔˋ
7-2B64 ㄕㄣˇ
7-2B65 ㄑㄧˊ
7-2B66 ㄏㄨˊ
7-2B67 ㄔ
7-2B67 ㄏㄨˊ
7-2B67 ㄏㄨˋ
7-2B68 ㄧˋ
7-2B69 ㄏㄤˊ
7-2B6A ㄐㄧㄝˋ
7-2B6B ㄨㄢˇ
7-2B6B ㄩㄢˊ
7-2B6B ㄨㄢˋ
7-2B6C ㄕㄚ
7-2B6D ㄈㄤˇ
7-2B6E ㄕ
7-2B6F ㄈㄨˊ
7-2B70 ㄒㄧㄠ
7-2B71 ㄏㄜˋ
7-2B71 ㄏㄠˊ
7-2B71 ㄒㄧㄣ
7-2B72 ㄏㄥˊ
7-2B72 ㄒㄧㄤˊ
7-2B72 ㄏㄨㄥˊ
7-2B73 ㄐㄧㄝˋ
7-2B74 ㄧㄚ
7-2B75 ㄍㄨˇ
7-2B75 ㄏㄨˊ
7-2B76 ㄉㄢˋ
7-2B76 ㄓㄣˋ
7-2B77 ㄐㄧㄠ
7-2B77 ㄑㄧㄠˊ
7-2B78 ㄔ
7-2B79 ㄐㄧㄡˋ
7-2B7A ㄑㄧㄤ
7-2B7B ㄆㄧ
7-2B7B ㄗㄜˊ
7-2B7C ㄍㄨˇ
7-2B7C ㄏㄨˊ
7-2B7D ㄏㄨˊ
7-2B7D ㄍㄨˇ
7-2B7E ㄍㄤˇ
7-2B7E ㄎㄤˊ
7-2C21 ㄐㄧㄝ
7-2C22 ㄊㄢˊ
7-2C22 ㄌㄨˇ
7-2C22 ㄑㄧㄣˊ
7-2C23 ㄌㄨˋ
7-2C24 ㄑㄧˊ
7-2C25 ㄏㄨˇ
7-2C26 ㄌㄧㄣˊ
7-2C27 ㄐㄧㄢ
7-2C28 ㄠˇ
7-2C29 ㄅㄧㄠˇ
7-2C2A ㄖㄜˋ
7-2C2B ㄋㄧㄝˋ
7-2C2C ㄘㄞˊ
7-2C2D ㄌㄧㄥˊ
7-2C2E ㄠ
7-2C2E ㄠˊ
7-2C2F ㄉㄨㄣˋ
7-2C2F ㄊㄨㄣˊ
7-2C30 ㄇㄚ
7-2C30 ㄇㄛˊ
7-2C31 ㄒㄧㄢˋ
7-2C32 ㄊㄨㄣˊ
7-2C33 ㄋㄧˋ
7-2C34 ㄧㄢ
7-2C35 ㄊㄨㄣ
7-2C35 ㄊㄨㄣˇ
7-2C36 ㄐㄧㄢˇ
7-2C37 ㄑㄧㄡˊ
7-2C38 ㄩㄢˊ
7-2C39 ㄉㄧㄠ
7-2C3A ㄍㄨㄟ
7-2C3A ㄐㄩㄣ
7-2C3A ㄑㄧㄡ
7-2C3B ㄌㄟˊ
7-2C3C ㄩˋ
7-2C3D ㄩㄥ
7-2C3E ㄘㄨㄟ
7-2C3E ㄕㄨㄞ
7-2C3E ㄙㄨㄛ
7-2C3F ㄩㄥ
7-2C3F ㄩㄥˊ
7-2C40 ㄒㄧㄝˋ
7-2C41 ㄅㄛˊ
7-2C42 ㄒㄩ
7-2C42 ㄒㄩˇ
7-2C43 ㄍㄨˇ
7-2C44 ㄑㄧㄥˋ
7-2C45 ㄏㄜˋ
7-2C46 ㄉㄨㄥ
7-2C47 ㄗˇ
7-2C47 ˙ㄗ
7-2C48 ㄐㄧㄢˇ
7-2C49 ㄅㄞˋ
7-2C49 ㄗㄜˊ
7-2C4A ㄉㄨˊ
7-2C4A ㄍㄨㄚ
7-2C4B ㄐㄧㄢˋ
7-2C4C ㄔㄨㄚ
7-2C4D ㄐㄧㄠˇ
7-2C4E ㄐㄧㄠˇ
7-2C4F ㄔㄠ
7-2C4F ㄐㄧㄠˇ
7-2C50 ㄜˋ
7-2C51 ㄈㄨˋ
7-2C52 ㄐㄩㄝˊ
7-2C53 ㄈㄨˋ
7-2C53 ㄕㄨㄢˋ
7-2C54 ㄑㄩˋ
7-2C55 ㄙˋ
7-2C56 ㄆㄧˇ
7-2C57 ㄕㄤ
7-2C58 ㄧㄣˊ
7-2C59 ㄧㄢˋ
7-2C59 ㄒㄧㄢ
7-2C59 ㄒㄧㄢˊ
7-2C59 ㄒㄧㄢˋ
7-2C5A ㄉㄠˋ
7-2C5A ㄊㄠˋ
7-2C5B ㄆㄠˊ
7-2C5C ㄔ
7-2C5D ㄒㄧㄠ
7-2C5E ㄓㄨˋ
7-2C5F ㄏㄨㄢˇ
7-2C5F ㄏㄨㄚˋ
7-2C60 ㄇㄢˋ
7-2C60 ㄇㄢˊ
7-2C61 ㄗㄨㄟˇ
7-2C62 ㄌㄧㄥˊ
7-2C63 ㄐㄧˊ
7-2C64 ㄓㄚˊ
7-2C64 ㄉㄧㄝˊ
7-2C65 ㄆㄣ
7-2C65 ㄆㄣˋ
7-2C65 ㄈㄣˋ
7-2C66 ㄌㄧˋ
7-2C66 ㄈㄨˇ
7-2C67 ㄎㄨㄟˋ
7-2C68 ㄧㄠˊ
7-2C69 ㄓˋ
7-2C6A ㄒㄧˋ
7-2C6A ㄒㄧˊ
7-2C6A ㄒㄧㄚˋ
7-2C6A ㄒㄧㄝˋ
7-2C6B ㄗ
7-2C6B ㄗㄨㄟ
7-2C6B ㄗㄨㄟˇ
7-2C6C ㄓˊ
7-2C6D ㄌㄨㄛˇ
7-2C6D ㄌㄨㄛˊ
7-2C6E ㄊㄧㄢˊ
7-2C6F ㄙㄨㄟˋ
7-2C70 ㄇㄢˋ
7-2C71 ㄨㄛ
7-2C72 ㄜˋ
7-2C72 ㄞˋ
7-2C73 ㄏㄨㄟˇ
7-2C74 ㄒㄧˋ
7-2C74 ㄍㄞˋ
7-2C74 ㄐㄧˋ
7-2C75 ㄧ
7-2C76 ㄧㄠ
7-2C76 ㄧㄠˋ
7-2C77 ㄩˋ
7-2C77 ㄧㄚˋ
7-2C78 ㄨㄟˇ
7-2C78 ㄨㄟˊ
7-2C79 ㄙㄜˋ
7-2C7A ㄏㄠˋ
7-2C7A ㄐㄧㄝ
7-2C7A ㄐㄧㄝˊ
7-2C7B ㄇㄛˊ
7-2C7B ㄇㄨˊ
7-2C7C ㄨˊ
7-2C7C ㄇㄛˊ
7-2C7D ㄑㄩㄝ
7-2C7E ㄧㄥˊ
7-2D21 ㄧㄠ
7-2D21 ㄧㄠˋ
7-2D22 ㄓㄨㄛˊ
7-2D23 ㄧㄠˇ
7-2D24 ㄑㄩㄢˊ
7-2D25 ㄨㄚ
7-2D26 ㄗㄜˊ
7-2D26 ㄔㄜˋ
7-2D26 ㄘㄜˋ
7-2D27 ㄌㄧㄠˊ
7-2D28 ㄏㄨˋ
7-2D29 ㄨㄟˋ
7-2D2A ㄏㄨㄟˇ
7-2D2B ㄌㄨㄢˊ
7-2D2B ㄌㄩㄢˇ
7-2D2C ㄧㄥˊ
7-2D2D ㄔㄨㄣˊ
7-2D2E ㄅㄧˋ
7-2D2E ㄆㄧˊ
7-2D2F ㄘㄢˋ
7-2D30 ㄋㄧㄝˋ
7-2D31 ㄐㄧˋ
7-2D32 ㄉㄨˇ
7-2D33 ㄅㄧㄥ
7-2D33 ㄅㄧㄣ
7-2D33 ㄅㄧㄣˋ
7-2D34 ㄑㄧㄤˊ
7-2D35 ㄩˋ
7-2D36 ㄐㄧㄡˋ
7-2D37 ㄩˋ
7-2D37 ㄠˋ
7-2D38 ㄇㄠˋ
7-2D38 ㄐㄩㄝˊ
7-2D39 ㄉㄨㄟˋ
7-2D3A ㄒㄧˋ
7-2D3B ㄓㄨㄥˇ
7-2D3B ㄔㄨㄥˋ
7-2D3C ㄐㄧㄡˋ
7-2D3D ㄧㄠˋ
7-2D3D ㄑㄧㄠˋ
7-2D3E ㄑㄧㄠˋ
7-2D3F ㄘ
7-2D40 ㄍㄡ
7-2D40 ㄑㄩˊ
7-2D41 ㄙㄤ
7-2D41 ㄙㄤˋ
7-2D42 ㄉㄨㄛˋ
7-2D43 ㄐㄩㄝˊ
7-2D44 ㄈㄣˋ
7-2D44 ㄈㄣˊ
7-2D45 ㄌㄧㄠˊ
7-2D46 ㄌㄨˋ
7-2D47 ㄌㄧˋ
7-2D47 ㄌㄧㄝˋ
7-2D48 ㄔˇ
7-2D49 ㄘㄨㄛˊ
7-2D4A ㄗㄨㄥ
7-2D4B ㄗㄨㄟˋ
7-2D4C ㄠˋ
7-2D4D ㄊㄨˊ
7-2D4E ㄉㄨㄛ
7-2D4E ㄉㄨㄛˊ
7-2D4F ㄌㄨㄥˊ
7-2D50 ㄊㄨㄛˊ
7-2D51 ㄌㄧㄢˊ
7-2D52 ㄌㄧㄢˊ
7-2D53 ㄈㄣˊ
7-2D54 ㄗㄜˊ
7-2D55 ㄇㄢˋ
7-2D56 ㄓㄨˇ
7-2D57 ㄇㄧˋ
7-2D57 ㄇㄧㄝˋ
7-2D58 ㄔㄢ
7-2D59 ㄘ
7-2D59 ㄘˋ
7-2D5A ㄨ
7-2D5A ㄨˊ
7-2D5B ㄑㄧㄥˊ
7-2D5C ㄒㄧㄥ
7-2D5C ㄒㄧㄥˋ
7-2D5D ㄕˋ
7-2D5E ㄐㄧㄤˇ
7-2D5F ㄈㄢˊ
7-2D5F ㄧㄠˊ
7-2D60 ㄔㄠˇ
7-2D61 ㄨㄟˋ
7-2D62 ㄏㄨ
7-2D63 ㄏㄨ
7-2D64 ㄕㄨˋ
7-2D65 ㄔㄜˋ
7-2D66 ㄅㄟˋ
7-2D66 ㄅㄧˋ
7-2D67 ㄏㄞˊ
7-2D67 ㄏㄨㄢˊ
7-2D67 ㄒㄩㄢˊ
7-2D67 ㄐㄩㄢˋ
7-2D68 ㄆㄨ
7-2D68 ㄆㄨˊ
7-2D69 ㄒㄧㄢˋ
7-2D6A ㄉㄜˊ
7-2D6B ㄌㄧㄢˊ
7-2D6C ㄇㄧㄣˇ
7-2D6D ㄏㄨㄢˋ
7-2D6E ㄔㄡˊ
7-2D6F ㄏㄨㄢˋ
7-2D70 ㄏㄨㄟˋ
7-2D71 ㄋㄢˇ
7-2D72 ㄉㄨㄛˋ
7-2D73 ㄉㄢˋ
7-2D74 ㄔㄨㄣˇ
7-2D75 ㄑㄧˋ
7-2D76 ㄊㄧˋ
7-2D77 ㄐㄩˋ
7-2D78 ㄑㄧㄡˊ
7-2D79 ㄈㄣˋ
7-2D7A ㄘㄜˋ
7-2D7B ㄇㄢˋ
7-2D7C ㄎㄞˋ
7-2D7D ㄌㄨˇ
7-2D7E ㄌㄧˋ
7-2E21 ㄖㄜˇ
7-2E21 ㄋㄨㄛˋ
7-2E21 ㄖㄨㄛˋ
7-2E22 ㄕㄤ
7-2E22 ㄉㄤˋ
7-2E23 ㄔˋ
7-2E23 ㄓㄨㄛˊ
7-2E24 ㄩˋ
7-2E25 ㄗㄥ
7-2E26 ㄒㄩˋ
7-2E27 ㄅㄟˋ
7-2E27 ㄅㄛˊ
7-2E28 ㄔㄨㄣˇ
7-2E29 ㄕㄠˊ
7-2E2A ㄓㄨㄛˊ
7-2E2B ㄓˋ
7-2E2B ㄋㄧㄝˋ
